Time iter	q1	qdot1	qddot1	q2	qdot2	qddot2	
46	0.04984323043998536	1.8215822812175806	13.261704405132424	-0.023514453864366697	-0.8871731731759497	-8.941254675051361	
47	0.05167103436731949	1.834107151124599	11.78935312534209	-0.02440593381173205	-0.895819371741592	-8.351744670184805	
48	0.0535106239311118	1.845154183431879	10.305940524851607	-0.025305763752719437	-0.9038734545777819	-7.757002368507391	
49	0.055360516023885524	1.8547127891598099	8.8123966303453	-0.026213348989647688	-0.9113302495975596	-7.157154910626195	
50	0.0572192174628397	1.8627733978114498	7.309823879224612	-0.027128089720402333	-0.9181847207710415	-6.5523394379784445	
51	0.059085226090995445	1.8693276222984359	5.799487698083234	-0.028049381197098575	-0.9244320096680132	-5.94276691690154	
52	0.06095703202651746	1.8743683929108894	4.2827633258352735	-0.028976613951152502	-0.9300675277514201	-5.328761764503384	
53	0.06283311901283391	1.8778900266786176	2.761057684017743	-0.029909174121046603	-0.9350870711532284	-4.710768196412522	
54	0.0647119657994297	1.879888219829411	1.235730960032055	-0.03084644388920517	-0.9394869259165081	-4.089324659964304	
55	0.06659204748248201	1.8803599741974384	-0.2919595779751705	-0.03178780200555463	-0.9432639375099007	-3.4650167864905166	
56	0.06847183675405888	1.879303486196443	-1.82087979321237	-0.032732624355699944	-0.9464155311644769	-2.838424361697486	
57	0.07034980504066946	1.876718034490362	-3.3500012578996814	-0.033680284525830835	-0.9489396847579578	-2.210077736428129	
58	0.07222442354578532	1.872603898531703	-4.878355865734674	-0.034630154324533126	-0.950834868816782	-1.5804344542140687	
59	0.07409416423637231	1.8669623271147548	-6.4049793187024795	-0.03558160423956591	-0.9520999751935578	-0.9498795866038563	
60	0.0759575008239643	1.8597955589574149	-7.928861573546912	-0.036534003828914724	-0.95273425576857	-0.3187458789778247	
61	0.07781290978510451	1.8511068817487728	-9.448917942202666	-0.03748672206342213	-0.9527372861402282	0.312655404959914	
62	0.07965887144786345	1.8409007066124639	-10.963986528459408	-0.038439127648294304	-0.9521089594932253	0.9440037690309981	
63	0.08149387114768139	1.8291826336435728	-12.47284897986206	-0.039390589351133584	-0.9508495061224271	1.5749478886190076	
64	0.0833164004347445	1.815959490378347	-13.974264938657534	-0.04034047635637913	-0.9489595274043938	2.2050977935234792	
65	0.08512495830244941	1.8012393358061	-15.467007874997568	-0.04128815865392772	-0.9464400309356823	2.8340303993524594	
66	0.08691805240477624	1.7850314338514688	-16.949891511972176	-0.042233007457766876	-0.9432924559923458	3.461303839106519	
67	0.08869420023835485	1.7673462085294436	-18.421780733764695	-0.04317439564238607	-0.9395186838744091	4.086474084976252	
68	0.0904519302786047	1.748195196068144	-19.881586765506388	-0.04411169818236349	-0.9351210338173727	4.7091078592715	
69	0.09218978307334783	1.727591007036568	-21.32825144760619	-0.04504429258349688	-0.930102249830673	5.328788266071587	
70	0.09390631230722452	1.7055473054938912	-22.76072808694326	-0.045971559300075716	-0.9244654857253214	5.945112817455557	
71	0.09560008585363768	1.68207880497538	-24.17796612769903	-0.04689288213954202	-0.9182142945334117	6.557686346611309	
72	0.09726968682791662	1.6572012753290983	-25.578904265223443	-0.04780764866035872	-0.911352625366429	7.166112776195413	
73	0.09891371464815923	1.630931551736554	-26.962472868153974	-0.04871525057005226	-0.9038848269818547	7.769989514235842	
74	0.10053078610205905	1.6032875380842997	-28.327603139827314	-0.049615084128241	-0.8958156544154989	8.368906681855709	
75	0.1021195364119946	1.5742882003231515	-29.673238485371936	-0.05050655055533626	-0.8871502739634209	8.962451185017994	
76	0.10367862028852966	1.5439535498848607	-30.99834353518015	-0.05138905644341373	-0.8778942627386813	9.550213706833029	
77	0.10520671296432481	1.5123046208508943	-32.30190793797561	-0.05226201416319862	-0.868053601396178	10.131795703221082	
78	0.10670251120488781	1.4793634461567164	-33.5829445394194	-0.05312484226107697	-0.8576346613604063	10.706813701450997	
79	0.10816473429742819	1.4451530373548633	-34.8404838719442	-0.05397696584237149	-0.8466441899221442	11.274899427534192	
80	0.1095921250223071	1.4096973699565591	-36.0735681526447	-0.05481781694074602	-0.8350892971754413	11.835695974645803	
81	0.11098345061205904	1.373021373319187	-37.281247853223945	-0.05564683487706177	-0.8229774478265097	12.388851703071223	
82	0.11233750370079129	1.3351509217215989	-38.46258256313729	-0.05646346661300291	-0.8103164588876856	12.934014300268911	
83	0.11365310326309605	1.2961128225446141	-39.61664593905379	-0.057267167104667095	-0.7971145020039632	13.470827210204872	
84	0.11492909553810343	1.2559347985281077	-40.74253281606005	-0.05805739965925897	-0.7833801075079652	13.99892961562598	
85	0.1161643549324599	1.2146454633818824	-41.83936569805801	-0.05883363629492391	-0.7691221668347696	14.517959759793333	
86	0.11735778489658515	1.1722742926045946	-42.90629812887165	-0.059595358100835195	-0.7543499307462428	15.027560165930398	
87	0.11850831877129507	1.1288515931780088	-43.942513707838444	-0.060342055592978706	-0.7390730025308667	15.527382695546201	
88	0.11961492060567842	1.0844084761558674	-44.947221231480086	-0.06107322906120812	-0.7233013272665476	16.017091572298995	
89	0.12067658595047744	1.0389768349415451	-45.91964795296045	-0.06178838890491133	-0.7070451796302809	16.496363375116157	
90	0.12169234263282899	0.9925893297283084	-46.85903369360557	-0.062487055957267994	-0.6903151531105319	16.96488421573676	
91	0.12266125151742638	0.9452793760382426	-47.76462826129836	-0.06316876180052688	-0.6731221527260745	17.4223454034963	
92	0.12358240725621361	0.8970811334797503	-48.63569345301656	-0.06383304907603471	-0.6554773917955458	17.868439470930326	
93	0.12445493902466825	0.8480294904083532	-49.471509285273214	-0.06447947179240648	-0.6373923915354327	18.302858298202608	
94	0.1252780112390053	0.7981600412741842	-50.271382596511195	-0.06510759563336266	-0.6188789809479499	18.725294301634296	
95	0.12605082424656852	0.7475090556811245	-51.03465532142233	-0.06571699826405407	-0.5999492940731643	19.13544453364963	
96	0.12677261498200806	0.6961134407856239	-51.76070982725413	-0.06630726963213973	-0.5806157623597467	19.533016480433503	
97	0.12744265758449058	0.6440107007386434	-52.448969673344344	-0.06687801225841306	-0.5608911014165741	19.917733708042192	
98	0.12806026397528356	0.5912388977327669	-53.098895656511175	-0.06742884151194674	-0.5407882932216365	20.289339507214653	
99	0.12862478439926417	0.5378366185936101	-53.70997852359	-0.06795938586654383	-0.5203205663688831	20.64759730910152	
100	0.12913560793687412	0.4838429489846073	-54.28173076404097	-0.06846928713818555	-0.4995013776278228	20.99228766681606	
101	0.12959216299385518	0.429297454810176	-54.813680126788526	-0.06895820070624316	-0.4783443977536129	21.323202675896418	
102	0.12999391777454913	0.3742401681126954	-55.30536689030898	-0.06942579572351028	-0.4568635032369009	21.640139490272517	
103	0.1303403807411791	0.3187115733761816	-55.75634568982952	-0.06987175532091344	-0.43507277393081856	21.94289484016766	
104	0.13063110105743667	0.26275259006482987	-56.16619128852147	-0.07029577681184833	-0.4129864947890737	22.231262117996156	
105	0.13086566901115035	0.2064045484008376	-56.53450652423806	-0.0706975718987702	-0.39061915880730813	22.505031800563813	
106	0.13104371640884113	0.14970915739579005	-56.86093011326669	-0.07107686688165221	-0.36798546799490833	22.76399499012535	
107	0.13116491693507867	0.09270846633345722	-57.145142180488484	-0.07143340286509925	-0.3451003298472332	23.00794899267106	
108	0.1312289864715777	0.03544482259234717	-57.38686619632937	-0.0717669359590449	-0.32197884809479593	23.236703360504762	
109	0.1312356833741986	-0.02203917057442896	-57.585867144717525	-0.07207723746751381	-0.2986363080522344	23.45008482499027	
110	0.13118480870941815	-0.07970069305421343	-57.741946842676725	-0.07236409406090871	-0.2750881582153418	23.64793999286282	
111	0.13107620645442913	-0.1374967416992302	-57.85493805668466	-0.07262730792928733	-0.2513499905045881	23.83013540185367	
112	0.13090976366615514	-0.19538415867181994	-57.92469922671444	-0.07286669691648402	-0.22743752157734246	23.996555288458296	
113	0.13068541062396613	-0.2533196556105205	-57.95111122529235	-0.07308209463702296	-0.2033665770057802	24.147097986705855	
114	0.13040312094908652	-0.31125983594167844	-57.93407681570819	-0.0732733505790492	-0.17915307910114153	24.281672108809644	
115	0.13006291170127213	-0.3691612178874883	-57.87352260893263	-0.0734403301967508	-0.1548130380977609	24.40019353124773	
116	0.12966484345107282	-0.42698026018117885	-57.76940262081914	-0.07358291499506366	-0.13036254560165875	24.502583810229492	
117	0.12920902032452228	-0.48467339145393457	-57.6217021954935	-0.07370100260818699	-0.10581776884747497	24.588770137245334	
118	0.1286955900167202	-0.542197043086091	-57.430441138954066	-0.0737945068720525	-0.08119494442119289	24.658686490213015	
119	0.1281247437714354	-0.5995076843852014	-57.195675321581405	-0.0738633578897898	-0.05651037057395124	24.7122753681613	
120	0.12749671632520437	-0.6565618585081938	-56.91749658238392	-0.07390750208866624	-0.03178039786558328	24.74948946832807	
121	0.12681178581591865	-0.7133162176429284	-56.59603130269522	-0.07392690226698506	-0.007021418417395233	24.770292842092662	
122	0.12607027365710607	-0.7697275564857946	-56.231438347034015	-0.0739215376298546	0.017750145633874642	24.77466135598806	
123	0.12527254437971688	-0.8257528437629088	-55.82390712561216	-0.07389140381334065	0.04251785385803311	24.762582570084287	
124	0.12441900544315777	-0.8813492521849132	-55.37365633697598	-0.07383651289703143	0.06726525900603757	24.73405533175017	
125	0.12351010701674656	-0.9364741876050214	-54.88093360775017	-0.07375689340531033	0.09197591812247696	24.689089420357327	
126	0.12254634173198016	-0.9910853181899286	-54.34601589371029	-0.07365259029760998	0.11663340345959285	24.62770547938341	
127	0.12152824440533147	-1.045140604162506	-53.76921026426689	-0.07352366494768893	0.14122131349939313	24.54993529403635	
128	0.12045639173093732	-1.0985983282723026	-53.150854623276075	-0.0733701951116874	0.16572328435897568	24.455822293484786	
129	0.11933140194257527	-1.1514171267637001	-52.49131802179541	-0.07319227488453293	0.19012300168138865	24.34542204550027	
130	0.11815393444466933	-1.2035560203776354	-51.79100042749924	-0.07299001464428118	0.21440421288384157	24.218802503216544	
131	0.11692468941253314	-1.254974444901531	-51.05033204158281	-0.0727635409841988	0.23855073944469765	24.076043852739335	
132	0.11564440736245749	-1.3056322809469874	-50.26977240996347	-0.07251299663274843	0.26254648883465187	23.917237954678306	
133	0.11431386869243647	-1.3554898828954116	-49.44980961603092	-0.07223854036199458	0.28637546576154027	23.742487514850332	
134	0.1129338931942669	-1.404508107193638	-48.59095976458957	-0.07194034688518831	0.31002178257422197	23.551905206963927	
135	0.11150533953751161	-1.4526483403122505	-47.69376681668694	-0.07161860674433271	0.3334696688919894	23.345612975621556	
136	0.11002910472551834	-1.4998725266599497	-46.758802677718215	-0.07127352618837095	0.3567034807136201	23.123741675303783	
137	0.10850612352346958	-1.5461431966008627	-45.7866673375723	-0.07090532704234177	0.37970770935373277	22.886431081927885	
138	0.10693736785839407	-1.591423494519024	-44.77798884861768	-0.07051424656751407	0.4024669905307485	22.633830193748494	
139	0.10532384619121148	-1.6356772067014296	-43.73342300054029	-0.07010053731225051	0.42496611381038535	22.366097659529526	
140	0.10366660286114546	-1.6788687887360785	-42.65365267712795	-0.06966446695323057	0.4471900324431406	22.083402157913913	
141	0.10196671740311561	-1.7209633921693037	-41.539387005762265	-0.06920631812669761	0.4691238734860084	21.785922600669345	
142	0.10022530383889994	-1.7619268903122816	-40.39136048561349	-0.06872638824954333	0.49075294801733355	21.47384812012529	
143	0.09844350994287752	-1.8017259032682995	-39.21033228032637	-0.06822498933022861	0.5120627612591414	21.14737789109949	
144	0.0966225164830196	-1.8403278223956392	-37.99708578442127	-0.06770244776968495	0.5330390224988975	20.806720895778614	
145	0.09476353643756065	-1.877700834469534	-36.75242845588333	-0.06715910415239353	0.5536676548116068	20.452095746721813	
146	0.09286781418755458	-1.9138139457400567	-35.477191789380285	-0.06659531302779324	0.5739348046734731	20.083730639076173	
147	0.09093662468540434	-1.9486370059265445	-34.17223123752339	-0.06601144268206437	0.5938268515903513	19.701863428355246	
148	0.08897127259950786	-1.9821407320006579	-32.83842588819965	-0.06540787490023312	0.6133304178232417	19.30674175544648	
149	0.08697309143538479	-2.0142967314596323	-31.47667778066169	-0.06478500471851142	0.6324323781940554	18.898623095816536	
150	0.08494344263397216	-2.0450775247350403	-30.08791086045113	-0.06414324016686322	0.6511198698361332	18.47777461312391	
151	0.08288371464809849	-2.0744565664429153	-28.67306969379255	-0.06348300200196769	0.6693803016625433	18.04447274876961	
152	0.08079532199835723	-2.1024082653408023	-27.233118144497467	-0.06280472343098886	0.6872013632995349	17.59900256113368	
153	0.07867970430963062	-2.1289080030638523	-25.769038230961744	-0.06210884982678256	0.7045710332887063	17.141656912838133	
154	0.076538325329351	-2.1539321518977124	-24.281829324825228	-0.06139583843530336	0.7214775864872806	16.672735662333604	
155	0.07437267192827918	-2.1774580919508115	-22.77250774510456	-0.060666158075964705	0.7379096007552208	16.192545027375193	
156	0.07218425308422456	-2.1994642280790746	-21.242106676817755	-0.05992028883554465	0.753855963162557	15.701397247808877	
157	0.06997459884884162	-2.219930006796713	-19.691676243466627	-0.0591587217559554	0.7693058760360111	15.19961059601358	
158	0.06774525929750111	-2.238835933215575	-18.122283515843282	-0.058381958515877935	0.7842488631645723	14.6875096894199	
159	0.06549780346229336	-2.2561635878524395	-16.535012260918858	-0.057590511105988236	0.7986747763986518	14.16542597914779	
160	0.06323381824845702	-2.2718956429897315	-14.930962312897446	-0.05678490149734137	0.8125738027317214	13.633698245179875	
161	0.06095490733486935	-2.2860158782126603	-13.311248556151243	-0.055965661302473525	0.8259364717883833	13.092672932450563	
162	0.05866269005958743	-2.298509194788886	-11.67699961661113	-0.05513333142892707	0.8387536635037343	12.54270421039838	
163	0.05635880029169564	-2.3093616286857546	-10.029356427120032	-0.054288461725155494	0.85101661570078	11.984153714158587	
164	0.05404488529083399	-2.318560362192033	-8.369470850656082	-0.0534316106190576	0.8627169312711837	11.417390005775552	
165	0.05172260455573292	-2.3260937342741435	-6.698504509627664	-0.05256334474964813	0.8738465847330797	10.842787855954068	
166	0.049393628662898335	-2.3319512499056154	-5.017627894844403	-0.05168423859254136	0.8843979280528705	10.260727475878078	
167	0.04705963809633875	-2.3361235886380416	-3.328019741013915	-0.050794874079974725	0.8943636957413372	9.67159382053003	
168	0.04472232206898501	-2.33860261263367	-1.630866583936059	-0.0498958402160402	0.9037370093351624	9.075776046926318	
169	0.0423833773362852	-2.3393813742766016	0.07263762557951389	-0.048987732687653024	0.9125113814309042	8.473667157433734	
170	0.04004450700240214	-2.338454123358138	1.7812919737218913	-0.0480711534716196	0.9206807194431592	7.865663807162767	
171	0.0377074193194951	-2.3358163137295427	3.4938891873078806	-0.04714671043801466	0.9282393292209189	7.252166219210176	
172	0.035373826480701705	-2.3314646092586724	5.209216419078969	-0.04621501694997472	0.9351819185950371	6.633578139249167	
173	0.03304544340759864	-2.3253968889247005	6.926056189063006	-0.0452766914599733	0.9415036008673638	6.010306770792842	
174	0.030723986533062613	-2.317612250929335	8.643187417406033	-0.04433235710265502	0.9471998982061792	5.382762656387803	
175	0.02841117258053919	-2.3081110157719142	10.35938647226695	-0.043382641284350716	0.9522667448919053	4.751359497756374	
176	0.026108717340745845	-2.296894728304557	12.073428168915472	-0.04242817526944951	0.9567004903604316	4.116513929279115	
177	0.023818334446796055	-2.283966158830821	13.784086687257894	-0.04146959376384675	0.960497902009726	3.4786452684588234	
178	0.021541734148661416	-2.2693293033266557	15.490136409525503	-0.04050753449571052	0.9636561677566196	2.8381752635594206	
179	0.0192806220878181	-2.252989382847345	17.190352707366532	-0.039542637793816	0.9661728983442529	2.1955278464026367	
180	0.017036698072878078	-2.2349528421497706	18.883512719523736	-0.03857554616369633	0.9680461294014144	1.551128884053035	
181	0.014811654856994975	-2.2152273475217164	20.568396156095027	-0.03760690386186338	0.969274323244182	0.9054059135040506	
182	0.012607176917855713	-2.193821783783117	22.243786148260295	-0.03663735646836938	0.9698563703940807	0.25878784195965454	
183	0.010424939241107607	-2.1707462504163693	23.90847014075329	-0.03566755045801275	0.9697915907737957	-0.38829539723518164	
184	0.008266606108107068	-2.146012056794397	25.561240806196803	-0.03469813277053179	0.9690797345382172	-1.0354132301726502	
185	0.0061338298888954906	-2.1196317164984153	27.20089695435365	-0.03372975038016668	0.967720982508269	-1.6821348530623754	
186	0.0040282498413030535	-2.0916189407431416	28.82624441082506	-0.032763049864992566	0.9657159461955513	-2.328029642730726	
187	0.001951490917054756	-2.0619886309449718	30.43609685369298	-0.0317986769764252	0.9630656674314768	-2.9726675401165488	
188	-9.483742428445342e-05	-2.030756870473368	32.02927661021913	-0.03083727620927571	0.9597716176376843	-3.61561938647187	
189	-0.0021091423927240205	-1.9979409156167762	33.60461542934192	-0.029879490372687428	0.9558356967885361	-4.256457203924777	
190	-0.004089849035842866	-1.9635591857775503	35.160955249045315	-0.02892596016223655	0.9512602321180444	-4.894754425490513	
191	-0.006035401396591785	-1.9276312528920416	36.697148976649615	-0.027977323733431547	0.9460479766132751	-5.530086090348807	
192	-0.00794426366011998	-1.8901778300597758	38.21206128951906	-0.02703421627681336	0.9402021073181948	-6.162029025351432	
193	-0.009814921288825497	-1.8512207593631262	39.704569453640886	-0.026097269594844485	0.9337262234519441	-6.790162032470311	
194	-0.011645882144814367	-1.8107829988656248	41.173564149002395	-0.02516711168077925	0.9266243443291483	-7.41406609576801	
195	-0.013435677598947862	-1.76888860878972	42.617950286962525	-0.024244366299724224	0.9189009070605092	-8.033324613265771	
196	-0.015182863625664346	-1.725562736887342	44.03664780850646	-0.023329652572120274	0.9105607640102406	-8.64752365162072	
197	-0.01688602188277912	-1.6808316030241064	45.42859245917331	-0.022423584559899148	0.901609179990729	-9.256252217659725	
198	-0.018543760775486293	-1.6347224829980407	46.792736544646424	-0.02152677085558388	0.8920518291807668	-9.859102540408006	
199	-0.02015471650380398	-1.5872636916067815	48.128049677096804	-0.02063981417461391	0.8818947917584673	-10.455670360087295	
200	-0.02171755409271305	-1.538484564967341	49.433519522560154	-0.019763310951183728	0.871144550241664	-11.045555224144008	
201	-0.02323096840423975	-1.488415442084427	50.70815255574352	-0.018897850937891775	0.8598079855274454	-11.628360792683871	
202	-0.024693685130727804	-1.437087645661348	51.950974820265785	-0.018044016809505722	0.8478923726204648	-12.20369515527197	
203	-0.026104461768542614	-1.3845334621533385	53.16103268465611	-0.017202383771160585	0.8354053760395754	-12.771171157641968	
204	-0.02746208857145682	-1.3307861210760104	54.33739357790476	-0.01637351917131432	0.8223550448964835	-13.330406731688955	
205	-0.028765389482986604	-1.2758797735968281	55.47914668952894	-0.015557982119787286	0.8087498076491568	-13.881025217241504	
206	-0.03001322304698271	-1.219849470450534	56.58540362286871	-0.014756323111202745	0.7945984665453744	-14.422655661570314	
207	-0.03120448329582353	-1.1627311392253346	57.65529900039801	-0.013969083654123625	0.7799101917848863	-14.95493308405506	
208	-0.032338100615602466	-1.10456156106285	58.68799102990632	-0.013196795906147658	0.7646945154383797	-15.477498698716214	
209	-0.033413042587738126	-1.0453783468022761	59.68266204805896	-0.012439982315183356	0.7489613251644511	-15.99000009556455	
210	-0.03442831480645728	-0.9852199125812919	60.638519061139576	-0.011699155267091168	0.7327208577604165	-16.49209139049555	
211	-0.0353829616716043	-0.9241254548885003	61.554794299421324	-0.010974816739844892	0.7159836925698059	-16.98343336019569	
212	-0.036276067156219304	-0.8621349250494441	62.430745794592134	-0.0102674579643547	0.698760744751551	-17.463693581671926	
213	-0.03710675554830773	-0.7992890031248462	63.26565797811943	-0.009577559092097215	0.6810632583976004	-17.932546593921323	
214	-0.037874192166206584	-0.7356290712062904	64.05884228925747	-0.008905588869718413	0.6629027994713195	-18.3896740933935	
215	-0.038577584046945	-0.671197186109086	64.80963777467564	-0.00825200432080605	0.6442912485320071	-18.83476516599443	
216	-0.039216180607005935	-0.6060360514804995	65.51741166025677	-0.007617250435061925	0.625240793212533	-19.267516549517882	
217	-0.03978927427492258	-0.5401889893587916	66.18155987942703	-0.00700175986513228	0.6057639204265959	-19.687632913424917	
218	-0.04029620109518409	-0.47369991123015126	66.80150754992786	-0.006405952631370781	0.5858734082966967	-20.094827139469434	
219	-0.04073634130297389	-0.40661328863409435	67.37670940001009	-0.005830235834809387	0.5655823178098272	-20.488820587393867	
220	-0.041109119869311865	-0.3389741233632412	67.9066501525358	-0.005275003378598775	0.5449039842214173	-20.869343334015035	
221	-0.041414007016212125	-0.2708279172929604	68.39084487972922	-0.004740635698155302	0.5238520082366153	-21.236134380093613	
222	-0.04165051870149719	-0.20222064186332628	68.82883934227723	-0.004227499500221368	0.5024402470004582	-21.588941825615738	
223	-0.04181821707292611	-0.133198707224531	69.2202103222644	-0.0037359475110161004	0.48068280492548854	-21.927523019004955	
224	-0.041916710891301744	-0.06380893104979542	69.56456595471114	-0.003266318233628195	0.458594024378693	-22.251644688366817	
225	-0.04194565592222612	0.005901492981855029	69.86154605644644	-0.002818935714784876	0.4361884762416212	-22.561083062971996	
226	-0.04190475529617658	0.07588502702685666	70.11082244601918	-0.0023941093211206845	0.41348095035030835	-22.855623991446013	
227	-0.041793759836585426	0.14609382122967185	70.31209924720912	-0.0019921335250656603	0.3904864458165283	-23.13506306049464	
228	-0.04161246835562199	0.21647974616674232	70.46511316907842	-0.0016132877004721607	0.36722016122934015	-23.399205715447724	
229	-0.041360727917398615	0.2869944255559489	70.56963375749591	-0.0012578359281007613	0.3436974847354631	-23.64786738211584	
230	-0.041038434068349755	0.35758926920274153	70.62546361707159	-0.0009260268110867414	0.31993398399776296	-23.880873588834326	
231	-0.04064553103456166	0.4282155061542757	70.63243860506174	-0.0006180933005088637	0.29594539603214864	-24.09806008771008	
232	-0.04018201188585783	0.4988242180352612	70.59042800052335	-0.00033425253118154243	0.2717476169238415	-24.29927297467242	
233	-0.039647918666470106	0.5693663725420868	70.49933465141338	-7.470566779044571e-05	0.24735669142417263	-24.484368808362184	
234	-0.0390433424921475	0.6397928570743631	70.3590951020554	0.00016036223850962445	0.22278880242915927	-24.653214727703208	
235	-0.03836842361357531	0.710054512483949	70.16967970067454	0.00037078238291724403	0.1980602603416101	-24.805688567359976	
236	-0.037623351445997426	0.7801021669205518	69.9310926852072	0.0005564023291124259	0.173187492319923	-24.941678969114413	
237	-0.03680836456495697	0.8498866697510192	69.64337224512879	0.0007170861205798042	0.14818703141920161	-25.06108548618235	
